poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct,days_until_election
88654,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Missouri,2024-09-08,2024-10-10,NA,NA,NA,NA,NA,NA,212336,400,lv,NA,lv,NA,10/11/24 10:25,NA,https://www.activote.net/trump-leads-in-missouri/,https://www.activote.net/trump-leads-in-missouri/,NA,NA,NA,FALSE,NA,8826,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,57.2,26
88656,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Michigan,2024-09-15,2024-10-09,NA,NA,NA,NA,NA,NA,212338,400,lv,NA,lv,NA,10/11/24 10:25,NA,https://www.activote.net/harris-with-small-lead-in-michigan/,https://www.activote.net/harris-with-small-lead-in-michigan/,NA,NA,NA,FALSE,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,51.2,27
88656,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Michigan,2024-09-15,2024-10-09,NA,NA,NA,NA,NA,NA,212338,400,lv,NA,lv,NA,10/11/24 10:25,NA,https://www.activote.net/harris-with-small-lead-in-michigan/,https://www.activote.net/harris-with-small-lead-in-michigan/,NA,NA,NA,FALSE,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48.8,27
88657,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Minnesota,2024-09-10,2024-10-09,NA,NA,NA,NA,NA,NA,212339,400,lv,NA,lv,NA,10/11/24 10:25,NA,https://www.activote.net/harris-has-significant-lead-in-minnesota/,https://www.activote.net/harris-has-significant-lead-in-minnesota/,NA,NA,NA,FALSE,NA,8823,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,52.9,27
88657,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Minnesota,2024-09-10,2024-10-09,NA,NA,NA,NA,NA,NA,212339,400,lv,NA,lv,NA,10/11/24 10:25,NA,https://www.activote.net/harris-has-significant-lead-in-minnesota/,https://www.activote.net/harris-has-significant-lead-in-minnesota/,NA,NA,NA,FALSE,NA,8823,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47.1,27
88606,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Arizona,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212185,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8759,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48.2,28
88606,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Arizona,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212185,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8759,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50.5,28
88607,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Georgia,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212186,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8781,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49.8,28
88607,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Georgia,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212186,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8781,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.7,28
88608,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Michigan,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212187,950,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49.7,28
88608,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Michigan,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212187,950,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.6,28
88610,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,North Carolina,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212189,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8839,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,28
88610,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,North Carolina,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212189,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8839,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.9,28
88611,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212190,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8872,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,28
88611,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212190,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8872,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.7,28
88612,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212191,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8905,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49.2,28
88612,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,2024-10-05,2024-10-08,NA,NA,NA,NA,NA,NA,212191,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8905,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.9,28
88587,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,National,2024-10-03,2024-10-08,NA,NA,NA,NA,NA,NA,212079,1000,lv,NA,lv,NA,10/9/24 08:57,NA,https://www.activote.net/trump-takes-the-lead/,NA,NA,https://www.activote.net/trump-takes-the-lead/,NA,FALSE,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49.4,28
88587,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,National,2024-10-03,2024-10-08,NA,NA,NA,NA,NA,NA,212079,1000,lv,NA,lv,NA,10/9/24 08:57,NA,https://www.activote.net/trump-takes-the-lead/,NA,NA,https://www.activote.net/trump-takes-the-lead/,NA,FALSE,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50.6,28
88588,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Arizona,2024-09-06,2024-10-08,NA,NA,NA,NA,NA,NA,212080,400,lv,NA,lv,NA,10/9/24 08:57,NA,https://www.activote.net/trump-has-small-lead-in-arizona/,NA,NA,https://www.activote.net/trump-has-small-lead-in-arizona/,NA,FALSE,NA,8759,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49.3,28
88588,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Arizona,2024-09-06,2024-10-08,NA,NA,NA,NA,NA,NA,212080,400,lv,NA,lv,NA,10/9/24 08:57,NA,https://www.activote.net/trump-has-small-lead-in-arizona/,NA,NA,https://www.activote.net/trump-has-small-lead-in-arizona/,NA,FALSE,NA,8759,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50.7,28
88574,1478,Research Co.,NA,NA,Research Co.,449,Research Co.,2.4,-0.5,Online Panel,6,Michigan,2024-10-05,2024-10-07,NA,NA,NA,NA,NA,NA,211928,450,lv,NA,lv,NA,10/8/24 14:28,NA,https://researchco.ca/2024/10/08/battlegrounds-us-2024/,https://researchco.ca/2024/10/08/battlegrounds-us-2024/,https://researchco.ca/wp-content/uploads/2024/10/Release_USStates_08Oct2024.pdf,https://researchco.ca/wp-content/uploads/2024/10/Tables_USStates_08Oct2024.pdf,NA,NA,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,51,29
88574,1478,Research Co.,NA,NA,Research Co.,449,Research Co.,2.4,-0.5,Online Panel,6,Michigan,2024-10-05,2024-10-07,NA,NA,NA,NA,NA,NA,211928,450,lv,NA,lv,NA,10/8/24 14:28,NA,https://researchco.ca/2024/10/08/battlegrounds-us-2024/,https://researchco.ca/2024/10/08/battlegrounds-us-2024/,https://researchco.ca/wp-content/uploads/2024/10/Release_USStates_08Oct2024.pdf,https://researchco.ca/wp-content/uploads/2024/10/Tables_USStates_08Oct2024.pdf,NA,NA,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48,29
88575,1478,Research Co.,NA,NA,Research Co.,449,Research Co.,2.4,-0.5,Online Panel,6,Pennsylvania,2024-10-05,2024-10-07,NA,NA,NA,NA,NA,NA,211929,450,lv,NA,lv,NA,10/8/24 14:28,NA,https://researchco.ca/2024/10/08/battlegrounds-us-2024/,https://researchco.ca/2024/10/08/battlegrounds-us-2024/,https://researchco.ca/wp-content/uploads/2024/10/Release_USStates_08Oct2024.pdf,https://researchco.ca/wp-content/uploads/2024/10/Tables_USStates_08Oct2024.pdf,NA,NA,NA,8872,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50,29
88575,1478,Research Co.,NA,NA,Research Co.,449,Research Co.,2.4,-0.5,Online Panel,6,Pennsylvania,2024-10-05,2024-10-07,NA,NA,NA,NA,NA,NA,211929,450,lv,NA,lv,NA,10/8/24 14:28,NA,https://researchco.ca/2024/10/08/battlegrounds-us-2024/,https://researchco.ca/2024/10/08/battlegrounds-us-2024/,https://researchco.ca/wp-content/uploads/2024/10/Release_USStates_08Oct2024.pdf,https://researchco.ca/wp-content/uploads/2024/10/Tables_USStates_08Oct2024.pdf,NA,NA,NA,8872,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49,29
88525,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Florida,2024-09-17,2024-10-06,NA,NA,NA,NA,NA,NA,211686,400,lv,NA,lv,NA,10/7/24 08:43,NA,https://www.activote.net/trump-has-steady-lead-in-florida/,https://www.activote.net/trump-has-steady-lead-in-florida/,NA,NA,NA,FALSE,NA,8778,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,30
88525,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Florida,2024-09-17,2024-10-06,NA,NA,NA,NA,NA,NA,211686,400,lv,NA,lv,NA,10/7/24 08:43,NA,https://www.activote.net/trump-has-steady-lead-in-florida/,https://www.activote.net/trump-has-steady-lead-in-florida/,NA,NA,NA,FALSE,NA,8778,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,53,30
88524,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,North Carolina,2024-09-07,2024-10-06,NA,NA,NA,NA,NA,NA,211685,400,lv,NA,lv,NA,10/7/24 08:43,NA,https://www.activote.net/harris-has-small-lead-in-north-carolina/,https://www.activote.net/harris-has-small-lead-in-north-carolina/,NA,NA,NA,FALSE,NA,8839,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50.8,30
88524,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,North Carolina,2024-09-07,2024-10-06,NA,NA,NA,NA,NA,NA,211685,400,lv,NA,lv,NA,10/7/24 08:43,NA,https://www.activote.net/harris-has-small-lead-in-north-carolina/,https://www.activote.net/harris-has-small-lead-in-north-carolina/,NA,NA,NA,FALSE,NA,8839,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.2,30
88518,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Illinois,2024-09-03,2024-10-05,NA,NA,NA,NA,NA,NA,211677,400,lv,NA,lv,NA,10/6/24 13:13,NA,https://www.activote.net/harris-extends-lead-in-illinois/,https://www.activote.net/harris-extends-lead-in-illinois/,NA,NA,NA,FALSE,NA,8794,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,58.8,31
88518,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Illinois,2024-09-03,2024-10-05,NA,NA,NA,NA,NA,NA,211677,400,lv,NA,lv,NA,10/6/24 13:13,NA,https://www.activote.net/harris-extends-lead-in-illinois/,https://www.activote.net/harris-extends-lead-in-illinois/,NA,NA,NA,FALSE,NA,8794,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,41.2,31
88545,176,Glengariff Group Inc.,167168,Detroit News | WDIV-TV,Glengariff Group,117,Glengariff Group,1.5,-0.2,Live Phone,1,Michigan,2024-10-01,2024-10-04,NA,NA,NA,NA,NA,NA,211826,600,lv,NA,lv,NA,10/7/24 19:26,NA,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.clickondetroit.com/decision-2024/2024/10/07/new-results-show-where-michigan-voters-stand-in-trump-harris-presidential-race/,NA,NA,NA,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,46.8,32
88545,176,Glengariff Group Inc.,167168,Detroit News | WDIV-TV,Glengariff Group,117,Glengariff Group,1.5,-0.2,Live Phone,1,Michigan,2024-10-01,2024-10-04,NA,NA,NA,NA,NA,NA,211826,600,lv,NA,lv,NA,10/7/24 19:26,NA,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.clickondetroit.com/decision-2024/2024/10/07/new-results-show-where-michigan-voters-stand-in-trump-harris-presidential-race/,NA,NA,NA,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,TRUE,REP,Trump,16651,Donald Trump,44.2,32
88545,176,Glengariff Group Inc.,167168,Detroit News | WDIV-TV,Glengariff Group,117,Glengariff Group,1.5,-0.2,Live Phone,1,Michigan,2024-10-01,2024-10-04,NA,NA,NA,NA,NA,NA,211826,600,lv,NA,lv,NA,10/7/24 19:26,NA,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.clickondetroit.com/decision-2024/2024/10/07/new-results-show-where-michigan-voters-stand-in-trump-harris-presidential-race/,NA,NA,NA,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,TRUE,IND,Kennedy,31042,Robert F. Kennedy,4.7,32
88545,176,Glengariff Group Inc.,167168,Detroit News | WDIV-TV,Glengariff Group,117,Glengariff Group,1.5,-0.2,Live Phone,1,Michigan,2024-10-01,2024-10-04,NA,NA,NA,NA,NA,NA,211826,600,lv,NA,lv,NA,10/7/24 19:26,NA,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.clickondetroit.com/decision-2024/2024/10/07/new-results-show-where-michigan-voters-stand-in-trump-harris-presidential-race/,NA,NA,NA,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,TRUE,GRE,Stein,31116,Jill Stein,1.2,32
88545,176,Glengariff Group Inc.,167168,Detroit News | WDIV-TV,Glengariff Group,117,Glengariff Group,1.5,-0.2,Live Phone,1,Michigan,2024-10-01,2024-10-04,NA,NA,NA,NA,NA,NA,211826,600,lv,NA,lv,NA,10/7/24 19:26,NA,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.clickondetroit.com/decision-2024/2024/10/07/new-results-show-where-michigan-voters-stand-in-trump-harris-presidential-race/,NA,NA,NA,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,TRUE,IND,West,31097,Cornel West,1.2,32
88545,176,Glengariff Group Inc.,167168,Detroit News | WDIV-TV,Glengariff Group,117,Glengariff Group,1.5,-0.2,Live Phone,1,Michigan,2024-10-01,2024-10-04,NA,NA,NA,NA,NA,NA,211826,600,lv,NA,lv,NA,10/7/24 19:26,NA,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.detroitnews.com/story/news/politics/2024/10/07/kamala-harris-donald-trump-michigan-poll-slight-lead-presidential-race-white-house-rfk-kennedy/75552929007/,https://www.clickondetroit.com/decision-2024/2024/10/07/new-results-show-where-michigan-voters-stand-in-trump-harris-presidential-race/,NA,NA,NA,NA,8820,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,TRUE,LIB,Oliver,31790,Chase Oliver,0.8,32
88500,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,National,2024-09-25,2024-10-02,NA,NA,NA,NA,NA,NA,211513,1000,lv,NA,lv,NA,10/3/24 10:10,NA,https://www.activote.net/harris-barely-ahead-of-trump/,https://www.activote.net/harris-barely-ahead-of-trump/,NA,NA,NA,FALSE,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50.7,34
88500,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,National,2024-09-25,2024-10-02,NA,NA,NA,NA,NA,NA,211513,1000,lv,NA,lv,NA,10/3/24 10:10,NA,https://www.activote.net/harris-barely-ahead-of-trump/,https://www.activote.net/harris-barely-ahead-of-trump/,NA,NA,NA,FALSE,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.3,34
88501,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,New Jersey,2024-09-04,2024-10-02,NA,NA,NA,NA,NA,NA,211514,400,lv,NA,lv,NA,10/3/24 10:10,NA,https://www.activote.net/harris-leads-by-double-digits-in-new-jersey/,https://www.activote.net/harris-leads-by-double-digits-in-new-jersey/,NA,NA,NA,FALSE,NA,8851,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,56,34
88501,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,New Jersey,2024-09-04,2024-10-02,NA,NA,NA,NA,NA,NA,211514,400,lv,NA,lv,NA,10/3/24 10:10,NA,https://www.activote.net/harris-leads-by-double-digits-in-new-jersey/,https://www.activote.net/harris-leads-by-double-digits-in-new-jersey/,NA,NA,NA,FALSE,NA,8851,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,44,34
88496,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,National,2024-09-29,2024-10-01,NA,NA,NA,NA,NA,NA,211489,1000,lv,NA,lv,NA,10/3/24 08:55,NA,https://emersoncollegepolling.com/october-2024-national-poll-harris-50-trump-48/,https://emersoncollegepolling.com/october-2024-national-poll-harris-50-trump-48/,NA,https://docs.google.com/spreadsheets/d/1bUq7htQTzYUyX8cPRbkZW7gXcKf7qczY/edit?gid=321096831#gid=321096831,NA,NA,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50.2,35
