"poll_id","pollster_id","pollster","start_date","end_date","sample_size","methodology","population","state","candidate_name","candidate_id","pct"
37,4,"Pollster 4",2024-10-23,2024-10-25,1763,"IVR/Online","rv","Washington","Robert F. Kennedy",31042,13.6896396787828
38,9,"Pollster 9",2024-10-25,2024-10-29,962,"IVR/Live Phone","rv","West Virginia","Donald Trump",16651,24.3227183244739
38,9,"Pollster 9",2024-10-25,2024-10-29,962,"IVR/Live Phone","rv","West Virginia","Kamala Harris",16661,25.5569471364073
38,9,"Pollster 9",2024-10-25,2024-10-29,962,"IVR/Live Phone","rv","West Virginia","Jill Stein",31116,11.0084270415782
38,9,"Pollster 9",2024-10-25,2024-10-29,962,"IVR/Live Phone","rv","West Virginia","Cornel West",31097,26.150910092525
38,9,"Pollster 9",2024-10-25,2024-10-29,962,"IVR/Live Phone","rv","West Virginia","Chase Oliver",31790,4.52844134076082
38,9,"Pollster 9",2024-10-25,2024-10-29,962,"IVR/Live Phone","rv","West Virginia","Robert F. Kennedy",31042,8.43255606425474
39,6,"Pollster 6",2024-10-15,2024-10-18,877,"Online","a","Washington","Donald Trump",16651,9.7088150385015
39,6,"Pollster 6",2024-10-15,2024-10-18,877,"Online","a","Washington","Kamala Harris",16661,28.0951664881334
39,6,"Pollster 6",2024-10-15,2024-10-18,877,"Online","a","Washington","Jill Stein",31116,9.24179952292955
39,6,"Pollster 6",2024-10-15,2024-10-18,877,"Online","a","Washington","Cornel West",31097,13.0346456653224
39,6,"Pollster 6",2024-10-15,2024-10-18,877,"Online","a","Washington","Chase Oliver",31790,7.12042680593629
39,6,"Pollster 6",2024-10-15,2024-10-18,877,"Online","a","Washington","Robert F. Kennedy",31042,32.7991464791768
40,3,"Pollster 3",2024-10-30,2024-11-04,810,"Online","rv","Oregon","Donald Trump",16651,20.0922120978768
40,3,"Pollster 3",2024-10-30,2024-11-04,810,"Online","rv","Oregon","Kamala Harris",16661,17.0052502912909
40,3,"Pollster 3",2024-10-30,2024-11-04,810,"Online","rv","Oregon","Jill Stein",31116,22.0590363990964
40,3,"Pollster 3",2024-10-30,2024-11-04,810,"Online","rv","Oregon","Cornel West",31097,0.994524171588062
40,3,"Pollster 3",2024-10-30,2024-11-04,810,"Online","rv","Oregon","Chase Oliver",31790,20.3513859125645
40,3,"Pollster 3",2024-10-30,2024-11-04,810,"Online","rv","Oregon","Robert F. Kennedy",31042,19.4975911275834
41,2,"Pollster 2",2024-10-24,2024-10-27,940,"IVR/Online","a","Connecticut","Donald Trump",16651,14.2317570938987
41,2,"Pollster 2",2024-10-24,2024-10-27,940,"IVR/Online","a","Connecticut","Kamala Harris",16661,22.6762430492098
41,2,"Pollster 2",2024-10-24,2024-10-27,940,"IVR/Online","a","Connecticut","Jill Stein",31116,3.23466286072532
41,2,"Pollster 2",2024-10-24,2024-10-27,940,"IVR/Online","a","Connecticut","Cornel West",31097,6.83686337612223
41,2,"Pollster 2",2024-10-24,2024-10-27,940,"IVR/Online","a","Connecticut","Chase Oliver",31790,29.6478776954102
41,2,"Pollster 2",2024-10-24,2024-10-27,940,"IVR/Online","a","Connecticut","Robert F. Kennedy",31042,23.3725959246338
42,8,"Pollster 8",2024-10-20,2024-10-24,548,"IVR/Online","a","Maine","Donald Trump",16651,17.4818860315128
42,8,"Pollster 8",2024-10-20,2024-10-24,548,"IVR/Online","a","Maine","Kamala Harris",16661,21.292609492532
42,8,"Pollster 8",2024-10-20,2024-10-24,548,"IVR/Online","a","Maine","Jill Stein",31116,11.0461708093418
42,8,"Pollster 8",2024-10-20,2024-10-24,548,"IVR/Online","a","Maine","Cornel West",31097,13.1676128923726
42,8,"Pollster 8",2024-10-20,2024-10-24,548,"IVR/Online","a","Maine","Chase Oliver",31790,17.103154000137
42,8,"Pollster 8",2024-10-20,2024-10-24,548,"IVR/Online","a","Maine","Robert F. Kennedy",31042,19.9085667741037
43,7,"Pollster 7",2024-10-19,2024-10-21,1582,"Live Phone","a","Oregon","Donald Trump",16651,11.5323244790326
43,7,"Pollster 7",2024-10-19,2024-10-21,1582,"Live Phone","a","Oregon","Kamala Harris",16661,1.33415741494068
43,7,"Pollster 7",2024-10-19,2024-10-21,1582,"Live Phone","a","Oregon","Jill Stein",31116,34.6475249060362
43,7,"Pollster 7",2024-10-19,2024-10-21,1582,"Live Phone","a","Oregon","Cornel West",31097,5.73419539338775
43,7,"Pollster 7",2024-10-19,2024-10-21,1582,"Live Phone","a","Oregon","Chase Oliver",31790,18.8088824077671
43,7,"Pollster 7",2024-10-19,2024-10-21,1582,"Live Phone","a","Oregon","Robert F. Kennedy",31042,27.9429153988357
44,8,"Pollster 8",2024-10-04,2024-10-09,1197,"IVR/Online","a","New York","Donald Trump",16651,27.3052437626969
44,8,"Pollster 8",2024-10-04,2024-10-09,1197,"IVR/Online","a","New York","Kamala Harris",16661,25.9027829226012
44,8,"Pollster 8",2024-10-04,2024-10-09,1197,"IVR/Online","a","New York","Jill Stein",31116,8.46497624543848
44,8,"Pollster 8",2024-10-04,2024-10-09,1197,"IVR/Online","a","New York","Cornel West",31097,23.7672163852458
44,8,"Pollster 8",2024-10-04,2024-10-09,1197,"IVR/Online","a","New York","Chase Oliver",31790,12.5870472967876
44,8,"Pollster 8",2024-10-04,2024-10-09,1197,"IVR/Online","a","New York","Robert F. Kennedy",31042,1.97273338723001
45,3,"Pollster 3",2024-10-01,2024-10-03,1845,"Online Panel","rv","Mississippi","Donald Trump",16651,0.834098389284799
45,3,"Pollster 3",2024-10-01,2024-10-03,1845,"Online Panel","rv","Mississippi","Kamala Harris",16661,31.0797947666724
45,3,"Pollster 3",2024-10-01,2024-10-03,1845,"Online Panel","rv","Mississippi","Jill Stein",31116,12.0581293091393
45,3,"Pollster 3",2024-10-01,2024-10-03,1845,"Online Panel","rv","Mississippi","Cornel West",31097,22.7688763333146
45,3,"Pollster 3",2024-10-01,2024-10-03,1845,"Online Panel","rv","Mississippi","Chase Oliver",31790,19.6925151228317
45,3,"Pollster 3",2024-10-01,2024-10-03,1845,"Online Panel","rv","Mississippi","Robert F. Kennedy",31042,13.5665860787571
46,6,"Pollster 6",2024-10-16,2024-10-19,1865,"Online","lv","Texas","Donald Trump",16651,0.303725710190665
46,6,"Pollster 6",2024-10-16,2024-10-19,1865,"Online","lv","Texas","Kamala Harris",16661,0.163751107400675
46,6,"Pollster 6",2024-10-16,2024-10-19,1865,"Online","lv","Texas","Jill Stein",31116,44.2214656912396
46,6,"Pollster 6",2024-10-16,2024-10-19,1865,"Online","lv","Texas","Cornel West",31097,4.79519673570872
46,6,"Pollster 6",2024-10-16,2024-10-19,1865,"Online","lv","Texas","Chase Oliver",31790,18.6083885115225
46,6,"Pollster 6",2024-10-16,2024-10-19,1865,"Online","lv","Texas","Robert F. Kennedy",31042,31.9074722439379
47,8,"Pollster 8",2024-10-28,2024-11-02,1747,"Live Phone","rv","Tennessee","Donald Trump",16651,6.61174746848017
47,8,"Pollster 8",2024-10-28,2024-11-02,1747,"Live Phone","rv","Tennessee","Kamala Harris",16661,12.1241007101632
47,8,"Pollster 8",2024-10-28,2024-11-02,1747,"Live Phone","rv","Tennessee","Jill Stein",31116,30.8755201241861
47,8,"Pollster 8",2024-10-28,2024-11-02,1747,"Live Phone","rv","Tennessee","Cornel West",31097,37.9664548377279
47,8,"Pollster 8",2024-10-28,2024-11-02,1747,"Live Phone","rv","Tennessee","Chase Oliver",31790,12.376430065114
47,8,"Pollster 8",2024-10-28,2024-11-02,1747,"Live Phone","rv","Tennessee","Robert F. Kennedy",31042,0.0457467943286081
48,4,"Pollster 4",2024-10-13,2024-10-16,1428,"Online","rv","Nebraska","Donald Trump",16651,12.3344095086017
48,4,"Pollster 4",2024-10-13,2024-10-16,1428,"Online","rv","Nebraska","Kamala Harris",16661,7.88488603984294
48,4,"Pollster 4",2024-10-13,2024-10-16,1428,"Online","rv","Nebraska","Jill Stein",31116,3.54246638350639
48,4,"Pollster 4",2024-10-13,2024-10-16,1428,"Online","rv","Nebraska","Cornel West",31097,27.5680909506706
48,4,"Pollster 4",2024-10-13,2024-10-16,1428,"Online","rv","Nebraska","Chase Oliver",31790,24.224904812375
48,4,"Pollster 4",2024-10-13,2024-10-16,1428,"Online","rv","Nebraska","Robert F. Kennedy",31042,24.4452423050033
49,6,"Pollster 6",2024-10-09,2024-10-10,1347,"Online Panel","rv","Hawaii","Donald Trump",16651,15.0147569012473
49,6,"Pollster 6",2024-10-09,2024-10-10,1347,"Online Panel","rv","Hawaii","Kamala Harris",16661,14.3644394938996
49,6,"Pollster 6",2024-10-09,2024-10-10,1347,"Online Panel","rv","Hawaii","Jill Stein",31116,20.1363178105444
49,6,"Pollster 6",2024-10-09,2024-10-10,1347,"Online Panel","rv","Hawaii","Cornel West",31097,17.8748348759727
49,6,"Pollster 6",2024-10-09,2024-10-10,1347,"Online Panel","rv","Hawaii","Chase Oliver",31790,14.8582302801871
49,6,"Pollster 6",2024-10-09,2024-10-10,1347,"Online Panel","rv","Hawaii","Robert F. Kennedy",31042,17.7514206381489
50,9,"Pollster 9",2024-10-20,2024-10-21,566,"Online Panel","lv","Delaware","Donald Trump",16651,0.714853602057286
50,9,"Pollster 9",2024-10-20,2024-10-21,566,"Online Panel","lv","Delaware","Kamala Harris",16661,30.2242376683877
50,9,"Pollster 9",2024-10-20,2024-10-21,566,"Online Panel","lv","Delaware","Jill Stein",31116,37.4901847426083
50,9,"Pollster 9",2024-10-20,2024-10-21,566,"Online Panel","lv","Delaware","Cornel West",31097,21.3088443783566
50,9,"Pollster 9",2024-10-20,2024-10-21,566,"Online Panel","lv","Delaware","Chase Oliver",31790,9.3950483246563
50,9,"Pollster 9",2024-10-20,2024-10-21,566,"Online Panel","lv","Delaware","Robert F. Kennedy",31042,0.86683128393382
51,7,"Pollster 7",2024-10-04,2024-10-09,1855,"Live Phone","a","Idaho","Donald Trump",16651,15.0916495887178
51,7,"Pollster 7",2024-10-04,2024-10-09,1855,"Live Phone","a","Idaho","Kamala Harris",16661,19.4433309257879
51,7,"Pollster 7",2024-10-04,2024-10-09,1855,"Live Phone","a","Idaho","Jill Stein",31116,13.9448251275089
51,7,"Pollster 7",2024-10-04,2024-10-09,1855,"Live Phone","a","Idaho","Cornel West",31097,25.3180577597331
51,7,"Pollster 7",2024-10-04,2024-10-09,1855,"Live Phone","a","Idaho","Chase Oliver",31790,19.678891689226
51,7,"Pollster 7",2024-10-04,2024-10-09,1855,"Live Phone","a","Idaho","Robert F. Kennedy",31042,6.52324490902634
52,8,"Pollster 8",2024-10-07,2024-10-08,1794,"IVR/Online","lv","Tennessee","Donald Trump",16651,1.70022397662684
52,8,"Pollster 8",2024-10-07,2024-10-08,1794,"IVR/Online","lv","Tennessee","Kamala Harris",16661,23.9162264606039
52,8,"Pollster 8",2024-10-07,2024-10-08,1794,"IVR/Online","lv","Tennessee","Jill Stein",31116,12.4986050159688
52,8,"Pollster 8",2024-10-07,2024-10-08,1794,"IVR/Online","lv","Tennessee","Cornel West",31097,30.4200547266194
52,8,"Pollster 8",2024-10-07,2024-10-08,1794,"IVR/Online","lv","Tennessee","Chase Oliver",31790,26.6753621378577
52,8,"Pollster 8",2024-10-07,2024-10-08,1794,"IVR/Online","lv","Tennessee","Robert F. Kennedy",31042,4.78952768232342
53,6,"Pollster 6",2024-10-07,2024-10-11,580,"Online","a","Texas","Donald Trump",16651,19.164181939586
53,6,"Pollster 6",2024-10-07,2024-10-11,580,"Online","a","Texas","Kamala Harris",16661,2.27407416499216
53,6,"Pollster 6",2024-10-07,2024-10-11,580,"Online","a","Texas","Jill Stein",31116,14.4232094838687
53,6,"Pollster 6",2024-10-07,2024-10-11,580,"Online","a","Texas","Cornel West",31097,31.1758907031775
53,6,"Pollster 6",2024-10-07,2024-10-11,580,"Online","a","Texas","Chase Oliver",31790,0.174449420694825
53,6,"Pollster 6",2024-10-07,2024-10-11,580,"Online","a","Texas","Robert F. Kennedy",31042,32.7881942876808
54,6,"Pollster 6",2024-10-09,2024-10-10,1127,"IVR/Online","lv","North Carolina","Donald Trump",16651,23.1525186592758
54,6,"Pollster 6",2024-10-09,2024-10-10,1127,"IVR/Online","lv","North Carolina","Kamala Harris",16661,19.2658372125057
54,6,"Pollster 6",2024-10-09,2024-10-10,1127,"IVR/Online","lv","North Carolina","Jill Stein",31116,3.77091855236573
54,6,"Pollster 6",2024-10-09,2024-10-10,1127,"IVR/Online","lv","North Carolina","Cornel West",31097,17.3017711221568
54,6,"Pollster 6",2024-10-09,2024-10-10,1127,"IVR/Online","lv","North Carolina","Chase Oliver",31790,8.26183414617492
54,6,"Pollster 6",2024-10-09,2024-10-10,1127,"IVR/Online","lv","North Carolina","Robert F. Kennedy",31042,28.2471203075211
55,10,"Pollster 10",2024-10-26,2024-10-29,1400,"IVR/Live Phone","a","North Dakota","Donald Trump",16651,15.0690021134262
55,10,"Pollster 10",2024-10-26,2024-10-29,1400,"IVR/Live Phone","a","North Dakota","Kamala Harris",16661,32.789648083201
55,10,"Pollster 10",2024-10-26,2024-10-29,1400,"IVR/Live Phone","a","North Dakota","Jill Stein",31116,4.15325022526435
55,10,"Pollster 10",2024-10-26,2024-10-29,1400,"IVR/Live Phone","a","North Dakota","Cornel West",31097,2.59687850282385
55,10,"Pollster 10",2024-10-26,2024-10-29,1400,"IVR/Live Phone","a","North Dakota","Chase Oliver",31790,30.7229406767615
55,10,"Pollster 10",2024-10-26,2024-10-29,1400,"IVR/Live Phone","a","North Dakota","Robert F. Kennedy",31042,14.6682803985231
56,9,"Pollster 9",2024-10-31,2024-11-01,1864,"Online","rv","Kentucky","Donald Trump",16651,14.4101193100566
56,9,"Pollster 9",2024-10-31,2024-11-01,1864,"Online","rv","Kentucky","Kamala Harris",16661,23.5249874657682
56,9,"Pollster 9",2024-10-31,2024-11-01,1864,"Online","rv","Kentucky","Jill Stein",31116,18.4036800314821
56,9,"Pollster 9",2024-10-31,2024-11-01,1864,"Online","rv","Kentucky","Cornel West",31097,0.356322708477758
56,9,"Pollster 9",2024-10-31,2024-11-01,1864,"Online","rv","Kentucky","Chase Oliver",31790,18.9404146781259
56,9,"Pollster 9",2024-10-31,2024-11-01,1864,"Online","rv","Kentucky","Robert F. Kennedy",31042,24.3644758060893
57,1,"Pollster 1",2024-10-24,2024-10-27,1752,"IVR/Online","a","Indiana","Donald Trump",16651,16.6771123138753
57,1,"Pollster 1",2024-10-24,2024-10-27,1752,"IVR/Online","a","Indiana","Kamala Harris",16661,11.7998036536213
57,1,"Pollster 1",2024-10-24,2024-10-27,1752,"IVR/Online","a","Indiana","Jill Stein",31116,10.2819834763824
57,1,"Pollster 1",2024-10-24,2024-10-27,1752,"IVR/Online","a","Indiana","Cornel West",31097,8.83356370532095
57,1,"Pollster 1",2024-10-24,2024-10-27,1752,"IVR/Online","a","Indiana","Chase Oliver",31790,22.4188538882969
57,1,"Pollster 1",2024-10-24,2024-10-27,1752,"IVR/Online","a","Indiana","Robert F. Kennedy",31042,29.9886829625032
58,9,"Pollster 9",2024-10-29,2024-10-30,1815,"IVR/Online","a","Arizona","Donald Trump",16651,22.6293520437711
58,9,"Pollster 9",2024-10-29,2024-10-30,1815,"IVR/Online","a","Arizona","Kamala Harris",16661,13.2929089558784
58,9,"Pollster 9",2024-10-29,2024-10-30,1815,"IVR/Online","a","Arizona","Jill Stein",31116,20.8817527734516
58,9,"Pollster 9",2024-10-29,2024-10-30,1815,"IVR/Online","a","Arizona","Cornel West",31097,14.2964823229384
58,9,"Pollster 9",2024-10-29,2024-10-30,1815,"IVR/Online","a","Arizona","Chase Oliver",31790,16.3730041035793
58,9,"Pollster 9",2024-10-29,2024-10-30,1815,"IVR/Online","a","Arizona","Robert F. Kennedy",31042,12.5264998003811
59,4,"Pollster 4",2024-10-03,2024-10-06,1085,"Online","a","Arkansas","Donald Trump",16651,10.1259093815864
59,4,"Pollster 4",2024-10-03,2024-10-06,1085,"Online","a","Arkansas","Kamala Harris",16661,30.9564872548963
59,4,"Pollster 4",2024-10-03,2024-10-06,1085,"Online","a","Arkansas","Jill Stein",31116,19.0744498799217
59,4,"Pollster 4",2024-10-03,2024-10-06,1085,"Online","a","Arkansas","Cornel West",31097,17.1455476666601
59,4,"Pollster 4",2024-10-03,2024-10-06,1085,"Online","a","Arkansas","Chase Oliver",31790,12.387446097658
59,4,"Pollster 4",2024-10-03,2024-10-06,1085,"Online","a","Arkansas","Robert F. Kennedy",31042,10.3101597192775
60,3,"Pollster 3",2024-10-28,2024-10-30,1184,"IVR/Online","a","Wisconsin","Donald Trump",16651,24.8121855197924
60,3,"Pollster 3",2024-10-28,2024-10-30,1184,"IVR/Online","a","Wisconsin","Kamala Harris",16661,5.7100897956431
60,3,"Pollster 3",2024-10-28,2024-10-30,1184,"IVR/Online","a","Wisconsin","Jill Stein",31116,21.5600934103065
60,3,"Pollster 3",2024-10-28,2024-10-30,1184,"IVR/Online","a","Wisconsin","Cornel West",31097,16.6847366137267
60,3,"Pollster 3",2024-10-28,2024-10-30,1184,"IVR/Online","a","Wisconsin","Chase Oliver",31790,26.7931921772421
60,3,"Pollster 3",2024-10-28,2024-10-30,1184,"IVR/Online","a","Wisconsin","Robert F. Kennedy",31042,4.43970248328921
61,7,"Pollster 7",2024-10-07,2024-10-08,967,"Live Phone","lv","Florida","Donald Trump",16651,7.39317130591832
61,7,"Pollster 7",2024-10-07,2024-10-08,967,"Live Phone","lv","Florida","Kamala Harris",16661,18.5237514929487
61,7,"Pollster 7",2024-10-07,2024-10-08,967,"Live Phone","lv","Florida","Jill Stein",31116,15.6177311380883
61,7,"Pollster 7",2024-10-07,2024-10-08,967,"Live Phone","lv","Florida","Cornel West",31097,18.9733914646916
61,7,"Pollster 7",2024-10-07,2024-10-08,967,"Live Phone","lv","Florida","Chase Oliver",31790,13.8923611775665
61,7,"Pollster 7",2024-10-07,2024-10-08,967,"Live Phone","lv","Florida","Robert F. Kennedy",31042,25.5995934207865
62,8,"Pollster 8",2024-10-03,2024-10-05,1838,"IVR/Online","lv","Michigan","Donald Trump",16651,13.8829271385642
62,8,"Pollster 8",2024-10-03,2024-10-05,1838,"IVR/Online","lv","Michigan","Kamala Harris",16661,19.2453160428885
62,8,"Pollster 8",2024-10-03,2024-10-05,1838,"IVR/Online","lv","Michigan","Jill Stein",31116,4.32229493644341
62,8,"Pollster 8",2024-10-03,2024-10-05,1838,"IVR/Online","lv","Michigan","Cornel West",31097,28.0359346754577
62,8,"Pollster 8",2024-10-03,2024-10-05,1838,"IVR/Online","lv","Michigan","Chase Oliver",31790,17.5834988036381
62,8,"Pollster 8",2024-10-03,2024-10-05,1838,"IVR/Online","lv","Michigan","Robert F. Kennedy",31042,16.930028403008
63,9,"Pollster 9",2024-10-21,2024-10-22,981,"Live Phone","a","Georgia","Donald Trump",16651,10.0831190036825
63,9,"Pollster 9",2024-10-21,2024-10-22,981,"Live Phone","a","Georgia","Kamala Harris",16661,12.0167109007873
63,9,"Pollster 9",2024-10-21,2024-10-22,981,"Live Phone","a","Georgia","Jill Stein",31116,13.130245153477
63,9,"Pollster 9",2024-10-21,2024-10-22,981,"Live Phone","a","Georgia","Cornel West",31097,20.4087608288645
63,9,"Pollster 9",2024-10-21,2024-10-22,981,"Live Phone","a","Georgia","Chase Oliver",31790,26.377904664702
63,9,"Pollster 9",2024-10-21,2024-10-22,981,"Live Phone","a","Georgia","Robert F. Kennedy",31042,17.9832594484867
64,6,"Pollster 6",2024-10-01,2024-10-04,749,"Online","rv","Wisconsin","Donald Trump",16651,17.4144429760851
64,6,"Pollster 6",2024-10-01,2024-10-04,749,"Online","rv","Wisconsin","Kamala Harris",16661,25.5496414477223
64,6,"Pollster 6",2024-10-01,2024-10-04,749,"Online","rv","Wisconsin","Jill Stein",31116,19.7749586019356
64,6,"Pollster 6",2024-10-01,2024-10-04,749,"Online","rv","Wisconsin","Cornel West",31097,12.0568524967877
64,6,"Pollster 6",2024-10-01,2024-10-04,749,"Online","rv","Wisconsin","Chase Oliver",31790,21.8526869012932
64,6,"Pollster 6",2024-10-01,2024-10-04,749,"Online","rv","Wisconsin","Robert F. Kennedy",31042,3.35141757617604
65,8,"Pollster 8",2024-10-02,2024-10-05,761,"Live Phone","rv","Colorado","Donald Trump",16651,20.1962016720174
65,8,"Pollster 8",2024-10-02,2024-10-05,761,"Live Phone","rv","Colorado","Kamala Harris",16661,14.9006628777124
65,8,"Pollster 8",2024-10-02,2024-10-05,761,"Live Phone","rv","Colorado","Jill Stein",31116,8.091626176082
65,8,"Pollster 8",2024-10-02,2024-10-05,761,"Live Phone","rv","Colorado","Cornel West",31097,22.1585233653977
65,8,"Pollster 8",2024-10-02,2024-10-05,761,"Live Phone","rv","Colorado","Chase Oliver",31790,0.838751099744371
65,8,"Pollster 8",2024-10-02,2024-10-05,761,"Live Phone","rv","Colorado","Robert F. Kennedy",31042,33.8142348090461
66,7,"Pollster 7",2024-10-23,2024-10-27,1252,"Online Panel","a","Kansas","Donald Trump",16651,21.9504848464903
66,7,"Pollster 7",2024-10-23,2024-10-27,1252,"Online Panel","a","Kansas","Kamala Harris",16661,9.1423602747775
66,7,"Pollster 7",2024-10-23,2024-10-27,1252,"Online Panel","a","Kansas","Jill Stein",31116,21.4782332433018
66,7,"Pollster 7",2024-10-23,2024-10-27,1252,"Online Panel","a","Kansas","Cornel West",31097,17.6959383724921
66,7,"Pollster 7",2024-10-23,2024-10-27,1252,"Online Panel","a","Kansas","Chase Oliver",31790,5.15130619535416
66,7,"Pollster 7",2024-10-23,2024-10-27,1252,"Online Panel","a","Kansas","Robert F. Kennedy",31042,24.5816770675842
67,10,"Pollster 10",2024-10-21,2024-10-22,1170,"IVR/Online","a","Wisconsin","Donald Trump",16651,9.38724114265662
67,10,"Pollster 10",2024-10-21,2024-10-22,1170,"IVR/Online","a","Wisconsin","Kamala Harris",16661,2.93711346957374
67,10,"Pollster 10",2024-10-21,2024-10-22,1170,"IVR/Online","a","Wisconsin","Jill Stein",31116,15.1498212210038
67,10,"Pollster 10",2024-10-21,2024-10-22,1170,"IVR/Online","a","Wisconsin","Cornel West",31097,0.50751244588947
67,10,"Pollster 10",2024-10-21,2024-10-22,1170,"IVR/Online","a","Wisconsin","Chase Oliver",31790,33.5870859429526
67,10,"Pollster 10",2024-10-21,2024-10-22,1170,"IVR/Online","a","Wisconsin","Robert F. Kennedy",31042,38.4312257779237
68,8,"Pollster 8",2024-10-04,2024-10-08,1034,"Online Panel","lv","Alabama","Donald Trump",16651,9.91843972518652
68,8,"Pollster 8",2024-10-04,2024-10-08,1034,"Online Panel","lv","Alabama","Kamala Harris",16661,11.7450166542123
68,8,"Pollster 8",2024-10-04,2024-10-08,1034,"Online Panel","lv","Alabama","Jill Stein",31116,29.1635271142772
68,8,"Pollster 8",2024-10-04,2024-10-08,1034,"Online Panel","lv","Alabama","Cornel West",31097,29.6423739457744
68,8,"Pollster 8",2024-10-04,2024-10-08,1034,"Online Panel","lv","Alabama","Chase Oliver",31790,7.05040458367336
68,8,"Pollster 8",2024-10-04,2024-10-08,1034,"Online Panel","lv","Alabama","Robert F. Kennedy",31042,12.4802379768762
69,3,"Pollster 3",2024-10-06,2024-10-08,1789,"Live Phone","a","Nevada","Donald Trump",16651,17.1957144144081
69,3,"Pollster 3",2024-10-06,2024-10-08,1789,"Live Phone","a","Nevada","Kamala Harris",16661,18.515360795062
69,3,"Pollster 3",2024-10-06,2024-10-08,1789,"Live Phone","a","Nevada","Jill Stein",31116,19.1506544110834
69,3,"Pollster 3",2024-10-06,2024-10-08,1789,"Live Phone","a","Nevada","Cornel West",31097,17.4589032565307
69,3,"Pollster 3",2024-10-06,2024-10-08,1789,"Live Phone","a","Nevada","Chase Oliver",31790,13.962049174728
69,3,"Pollster 3",2024-10-06,2024-10-08,1789,"Live Phone","a","Nevada","Robert F. Kennedy",31042,13.7173179481878
70,5,"Pollster 5",2024-10-21,2024-10-25,1934,"IVR/Online","a","South Dakota","Donald Trump",16651,30.7042135071713
70,5,"Pollster 5",2024-10-21,2024-10-25,1934,"IVR/Online","a","South Dakota","Kamala Harris",16661,3.00876094966553
70,5,"Pollster 5",2024-10-21,2024-10-25,1934,"IVR/Online","a","South Dakota","Jill Stein",31116,4.392376427982
70,5,"Pollster 5",2024-10-21,2024-10-25,1934,"IVR/Online","a","South Dakota","Cornel West",31097,4.92854019930692
70,5,"Pollster 5",2024-10-21,2024-10-25,1934,"IVR/Online","a","South Dakota","Chase Oliver",31790,28.1336445394486
70,5,"Pollster 5",2024-10-21,2024-10-25,1934,"IVR/Online","a","South Dakota","Robert F. Kennedy",31042,28.8324643764256
71,2,"Pollster 2",2024-10-03,2024-10-04,1090,"Live Phone","a","New Hampshire","Donald Trump",16651,14.1204253307451
71,2,"Pollster 2",2024-10-03,2024-10-04,1090,"Live Phone","a","New Hampshire","Kamala Harris",16661,15.9670173575058
71,2,"Pollster 2",2024-10-03,2024-10-04,1090,"Live Phone","a","New Hampshire","Jill Stein",31116,25.0087332381802
71,2,"Pollster 2",2024-10-03,2024-10-04,1090,"Live Phone","a","New Hampshire","Cornel West",31097,25.3579196658343
71,2,"Pollster 2",2024-10-03,2024-10-04,1090,"Live Phone","a","New Hampshire","Chase Oliver",31790,17.6178610194468
71,2,"Pollster 2",2024-10-03,2024-10-04,1090,"Live Phone","a","New Hampshire","Robert F. Kennedy",31042,1.92804338828782
72,4,"Pollster 4",2024-10-08,2024-10-12,1519,"Online Panel","rv","Illinois","Donald Trump",16651,12.4533110028787
72,4,"Pollster 4",2024-10-08,2024-10-12,1519,"Online Panel","rv","Illinois","Kamala Harris",16661,11.8756266228506
72,4,"Pollster 4",2024-10-08,2024-10-12,1519,"Online Panel","rv","Illinois","Jill Stein",31116,44.2620109681525
72,4,"Pollster 4",2024-10-08,2024-10-12,1519,"Online Panel","rv","Illinois","Cornel West",31097,19.3107510751487
72,4,"Pollster 4",2024-10-08,2024-10-12,1519,"Online Panel","rv","Illinois","Chase Oliver",31790,8.52397052411199
72,4,"Pollster 4",2024-10-08,2024-10-12,1519,"Online Panel","rv","Illinois","Robert F. Kennedy",31042,3.57432980685748
73,7,"Pollster 7",2024-10-23,2024-10-24,920,"IVR/Live Phone","lv","West Virginia","Donald Trump",16651,15.1242099561645
73,7,"Pollster 7",2024-10-23,2024-10-24,920,"IVR/Live Phone","lv","West Virginia","Kamala Harris",16661,2.70991208952151
73,7,"Pollster 7",2024-10-23,2024-10-24,920,"IVR/Live Phone","lv","West Virginia","Jill Stein",31116,35.584930549299
73,7,"Pollster 7",2024-10-23,2024-10-24,920,"IVR/Live Phone","lv","West Virginia","Cornel West",31097,8.10317163411879
73,7,"Pollster 7",2024-10-23,2024-10-24,920,"IVR/Live Phone","lv","West Virginia","Chase Oliver",31790,15.1339621711403
73,7,"Pollster 7",2024-10-23,2024-10-24,920,"IVR/Live Phone","lv","West Virginia","Robert F. Kennedy",31042,23.3438135997559
74,8,"Pollster 8",2024-10-16,2024-10-17,716,"IVR/Online","a","Massachusetts","Donald Trump",16651,24.5603024381951
74,8,"Pollster 8",2024-10-16,2024-10-17,716,"IVR/Online","a","Massachusetts","Kamala Harris",16661,12.9155947792186
74,8,"Pollster 8",2024-10-16,2024-10-17,716,"IVR/Online","a","Massachusetts","Jill Stein",31116,6.34758519911027
74,8,"Pollster 8",2024-10-16,2024-10-17,716,"IVR/Online","a","Massachusetts","Cornel West",31097,3.87566646448435
74,8,"Pollster 8",2024-10-16,2024-10-17,716,"IVR/Online","a","Massachusetts","Chase Oliver",31790,36.9542929491258
74,8,"Pollster 8",2024-10-16,2024-10-17,716,"IVR/Online","a","Massachusetts","Robert F. Kennedy",31042,15.3465581698659
